gameorder,game_id,lg_id,is_copy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,msf_game_id
60674,201311170LAL,NBA,0,2014,2013-11-17,12,0,LAL,Lakers,114,1468.4286,1475.4001,DET,Pistons,99,1413.6906,1406.719,H,W,NA
60675,201311170SAC,NBA,1,2014,2013-11-17,10,0,MEM,Grizzlies,97,1560.9252,1569.7872,SAC,Kings,86,1405.1166,1396.2545,A,W,NA
60675,201311170SAC,NBA,0,2014,2013-11-17,9,0,SAC,Kings,86,1405.1166,1396.2545,MEM,Grizzlies,97,1560.9252,1569.7872,H,L,NA
60676,201311170TOR,NBA,1,2014,2013-11-17,10,0,POR,Trail Blazers,118,1494.5765,1507.1589,TOR,Raptors,110,1493.2053,1480.6229,A,W,NA
60676,201311170TOR,NBA,0,2014,2013-11-17,11,0,TOR,Raptors,110,1493.2053,1480.6229,POR,Trail Blazers,118,1494.5765,1507.1589,H,L,NA
60677,201311180BRK,NBA,1,2014,2013-11-18,11,0,POR,Trail Blazers,108,1507.1589,1521.2791,BRO,Nets,98,1499.6169,1485.4968,A,W,NA
60677,201311180BRK,NBA,0,2014,2013-11-18,10,0,BRO,Nets,98,1499.6169,1485.4968,POR,Trail Blazers,108,1507.1589,1521.2791,H,L,NA
60678,201311180CHI,NBA,1,2014,2013-11-18,11,0,CHA,Hornets,81,1371.5596,1369.6993,CHI,Bulls,86,1556.6569,1558.5171,A,L,NA
60678,201311180CHI,NBA,0,2014,2013-11-18,9,0,CHI,Bulls,86,1556.6569,1558.5171,CHA,Hornets,81,1371.5596,1369.6993,H,W,NA
60679,201311180DAL,NBA,1,2014,2013-11-18,12,0,PHI,76ers,94,1423.7845,1421.7412,DAL,Mavericks,97,1548.1825,1550.2258,A,L,NA
60679,201311180DAL,NBA,0,2014,2013-11-18,11,0,DAL,Mavericks,97,1548.1825,1550.2258,PHI,76ers,94,1423.7845,1421.7412,H,W,NA
60680,201311180LAC,NBA,1,2014,2013-11-18,11,0,MEM,Grizzlies,106,1569.7872,1579.714,LAC,Clippers,102,1612.8456,1602.9188,A,W,NA
60680,201311180LAC,NBA,0,2014,2013-11-18,11,0,LAC,Clippers,102,1612.8456,1602.9188,MEM,Grizzlies,106,1569.7872,1579.714,H,L,NA
60681,201311180OKC,NBA,0,2014,2013-11-18,10,0,OKL,Thunder,115,1636.9824,1639.3856,DEN,Nuggets,113,1573.8853,1571.4821,H,W,NA
60681,201311180OKC,NBA,1,2014,2013-11-18,10,0,DEN,Nuggets,113,1573.8853,1571.4821,OKL,Thunder,115,1636.9824,1639.3856,A,L,NA
60682,201311180UTA,NBA,1,2014,2013-11-18,11,0,GSW,Warriors,98,1599.3798,1608.0363,UTA,Jazz,87,1437.8801,1429.2236,A,W,NA
60682,201311180UTA,NBA,0,2014,2013-11-18,12,0,UTA,Jazz,87,1437.8801,1429.2236,GSW,Warriors,98,1599.3798,1608.0363,H,L,NA
60683,201311190DET,NBA,0,2014,2013-11-19,10,0,DET,Pistons,92,1406.719,1414.4708,NYK,Knicks,86,1507.3896,1499.6378,H,W,NA
60683,201311190DET,NBA,1,2014,2013-11-19,10,0,NYK,Knicks,86,1507.3896,1499.6378,DET,Pistons,92,1406.719,1414.4708,A,L,NA
60684,201311190HOU,NBA,0,2014,2013-11-19,12,0,HOU,Rockets,109,1568.2834,1575.095,BOS,Celtics,85,1444.0281,1437.2166,H,W,NA
60684,201311190HOU,NBA,1,2014,2013-11-19,12,0,BOS,Celtics,85,1444.0281,1437.2166,HOU,Rockets,109,1568.2834,1575.095,A,L,NA
60685,201311190MIA,NBA,1,2014,2013-11-19,11,0,ATL,Hawks,88,1523.5028,1519.4897,MIA,Heat,104,1694.4777,1698.4907,A,L,NA
60685,201311190MIA,NBA,0,2014,2013-11-19,11,0,MIA,Heat,104,1694.4777,1698.4907,ATL,Hawks,88,1523.5028,1519.4897,H,W,NA
60686,201311190SAC,NBA,0,2014,2013-11-19,10,0,SAC,Kings,107,1396.2545,1400.4928,PHX,Suns,104,1426.0646,1421.8263,H,W,NA
60686,201311190SAC,NBA,1,2014,2013-11-19,10,0,PHX,Suns,104,1426.0646,1421.8263,SAC,Kings,107,1396.2545,1400.4928,A,L,NA
60687,201311190WAS,NBA,1,2014,2013-11-19,12,0,MIN,Timberwolves,100,1533.0535,1526.906,WAS,Wizards,104,1440.7042,1446.8517,A,L,NA
60687,201311190WAS,NBA,0,2014,2013-11-19,10,0,WAS,Wizards,104,1440.7042,1446.8517,MIN,Timberwolves,100,1533.0535,1526.906,H,W,NA
60688,201311200ATL,NBA,1,2014,2013-11-20,11,0,DET,Pistons,85,1414.4708,1410.8046,ATL,Hawks,93,1519.4897,1523.156,A,L,NA
60688,201311200ATL,NBA,0,2014,2013-11-20,12,0,ATL,Hawks,93,1519.4897,1523.156,DET,Pistons,85,1414.4708,1410.8046,H,W,NA
60689,201311200CHA,NBA,0,2014,2013-11-20,12,0,CHA,Hornets,95,1369.6993,1376.3958,BRO,Nets,91,1485.4968,1478.8004,H,W,NA
60689,201311200CHA,NBA,1,2014,2013-11-20,11,0,BRO,Nets,91,1485.4968,1478.8004,CHA,Hornets,95,1369.6993,1376.3958,A,L,NA
60690,201311200CLE,NBA,0,2014,2013-11-20,12,0,CLE,Cavaliers,91,1362.8301,1353.9167,WAS,Wizards,98,1446.8517,1455.765,H,L,NA
60690,201311200CLE,NBA,1,2014,2013-11-20,11,0,WAS,Wizards,98,1446.8517,1455.765,CLE,Cavaliers,91,1362.8301,1353.9167,A,W,NA
60691,201311200DAL,NBA,0,2014,2013-11-20,12,0,DAL,Mavericks,123,1550.2258,1554.3766,HOU,Rockets,120,1575.095,1570.9442,H,W,NA
60691,201311200DAL,NBA,1,2014,2013-11-20,13,0,HOU,Rockets,120,1575.095,1570.9442,DAL,Mavericks,123,1550.2258,1554.3766,A,L,NA
60692,201311200GSW,NBA,0,2014,2013-11-20,12,0,GSW,Warriors,81,1608.0363,1595.3477,MEM,Grizzlies,88,1579.714,1592.4026,H,L,NA
60692,201311200GSW,NBA,1,2014,2013-11-20,12,0,MEM,Grizzlies,88,1579.714,1592.4026,GSW,Warriors,81,1608.0363,1595.3477,A,W,NA
60693,201311200MIL,NBA,0,2014,2013-11-20,10,0,MIL,Bucks,82,1416.9152,1407.337,POR,Trail Blazers,91,1521.2791,1530.8572,H,L,NA
60693,201311200MIL,NBA,1,2014,2013-11-20,12,0,POR,Trail Blazers,91,1521.2791,1530.8572,MIL,Bucks,82,1416.9152,1407.337,A,W,NA
60694,201311200MIN,NBA,0,2014,2013-11-20,13,0,MIN,Timberwolves,98,1526.906,1520.0134,LAC,Clippers,102,1602.9188,1609.8114,H,L,NA
60694,201311200MIN,NBA,1,2014,2013-11-20,12,0,LAC,Clippers,102,1602.9188,1609.8114,MIN,Timberwolves,98,1526.906,1520.0134,A,W,NA
60695,201311200NOP,NBA,0,2014,2013-11-20,11,0,NOP,Pelicans,105,1440.9784,1446.2991,UTA,Jazz,98,1429.2236,1423.903,H,W,NA
60695,201311200NOP,NBA,1,2014,2013-11-20,13,0,UTA,Jazz,98,1429.2236,1423.903,NOP,Pelicans,105,1440.9784,1446.2991,A,L,NA
60696,201311200NYK,NBA,0,2014,2013-11-20,11,0,NYK,Knicks,96,1499.6378,1491.7687,IND,Pacers,103,1617.4702,1625.3394,H,L,NA
60696,201311200NYK,NBA,1,2014,2013-11-20,11,0,IND,Pacers,103,1617.4702,1625.3394,NYK,Knicks,96,1499.6378,1491.7687,A,W,NA
60697,201311200ORL,NBA,0,2014,2013-11-20,11,0,ORL,Magic,92,1351.0315,1344.2968,MIA,Heat,120,1698.4907,1705.2255,H,L,NA
60697,201311200ORL,NBA,1,2014,2013-11-20,12,0,MIA,Heat,120,1698.4907,1705.2255,ORL,Magic,92,1351.0315,1344.2968,A,W,NA
60698,201311200PHI,NBA,1,2014,2013-11-20,12,0,TOR,Raptors,108,1480.6229,1492.6174,PHI,76ers,98,1421.7412,1409.7467,A,W,NA
60698,201311200PHI,NBA,0,2014,2013-11-20,13,0,PHI,76ers,98,1421.7412,1409.7467,TOR,Raptors,108,1480.6229,1492.6174,H,L,NA
60699,201311200PHO,NBA,1,2014,2013-11-20,11,0,SAC,Kings,113,1400.4928,1412.9376,PHX,Suns,106,1421.8263,1409.3815,A,W,NA
60699,201311200PHO,NBA,0,2014,2013-11-20,11,0,PHX,Suns,106,1421.8263,1409.3815,SAC,Kings,113,1400.4928,1412.9376,H,L,NA
60700,201311200SAS,NBA,1,2014,2013-11-20,13,0,BOS,Celtics,93,1437.2166,1435.4208,SAS,Spurs,104,1708.1144,1709.9102,A,L,NA
60700,201311200SAS,NBA,0,2014,2013-11-20,11,0,SAS,Spurs,104,1708.1144,1709.9102,BOS,Celtics,93,1437.2166,1435.4208,H,W,NA
60701,201311210DEN,NBA,0,2014,2013-11-21,11,0,DEN,Nuggets,97,1571.4821,1578.0096,CHI,Bulls,87,1558.5171,1551.9895,H,W,NA
60701,201311210DEN,NBA,1,2014,2013-11-21,10,0,CHI,Bulls,87,1558.5171,1551.9895,DEN,Nuggets,97,1571.4821,1578.0096,A,L,NA
60702,201311210OKC,NBA,0,2014,2013-11-21,11,0,OKL,Thunder,105,1639.3856,1646.884,LAC,Clippers,91,1609.8114,1602.313,H,W,NA
60702,201311210OKC,NBA,1,2014,2013-11-21,13,0,LAC,Clippers,91,1609.8114,1602.313,OKL,Thunder,105,1639.3856,1646.884,A,L,NA
60703,201311220BOS,NBA,1,2014,2013-11-22,12,0,IND,Pacers,97,1625.3394,1634.7194,BOS,Celtics,82,1435.4208,1426.0408,A,W,NA
60703,201311220BOS,NBA,0,2014,2013-11-22,14,0,BOS,Celtics,82,1435.4208,1426.0408,IND,Pacers,97,1625.3394,1634.7194,H,L,NA
60704,201311220CHA,NBA,1,2014,2013-11-22,12,0,PHX,Suns,98,1409.3815,1419.9645,CHA,Hornets,91,1376.3958,1365.8127,A,W,NA
60704,201311220CHA,NBA,0,2014,2013-11-22,13,0,CHA,Hornets,91,1376.3958,1365.8127,PHX,Suns,98,1409.3815,1419.9645,H,L,NA
60705,201311220DAL,NBA,1,2014,2013-11-22,14,0,UTA,Jazz,93,1423.903,1420.2281,DAL,Mavericks,103,1554.3766,1558.0514,A,L,NA
60705,201311220DAL,NBA,0,2014,2013-11-22,13,0,DAL,Mavericks,103,1554.3766,1558.0514,UTA,Jazz,93,1423.903,1420.2281,H,W,NA
60706,201311220DET,NBA,1,2014,2013-11-22,13,0,ATL,Hawks,96,1523.156,1531.1904,DET,Pistons,89,1410.8046,1402.7701,A,W,NA
60706,201311220DET,NBA,0,2014,2013-11-22,12,0,DET,Pistons,89,1410.8046,1402.7701,ATL,Hawks,96,1523.156,1531.1904,H,L,NA
60707,201311220LAL,NBA,1,2014,2013-11-22,13,0,GSW,Warriors,95,1595.3477,1586.3081,LAL,Lakers,102,1475.4001,1484.4397,A,L,NA
60707,201311220LAL,NBA,0,2014,2013-11-22,13,0,LAL,Lakers,102,1475.4001,1484.4397,GSW,Warriors,95,1595.3477,1586.3081,H,W,NA
60708,201311220MEM,NBA,1,2014,2013-11-22,12,0,SAS,Spurs,102,1709.9102,1723.0765,MEM,Grizzlies,86,1592.4026,1579.2362,A,W,NA
60708,201311220MEM,NBA,0,2014,2013-11-22,13,0,MEM,Grizzlies,86,1592.4026,1579.2362,SAS,Spurs,102,1709.9102,1723.0765,H,L,NA
60709,201311220MIN,NBA,0,2014,2013-11-22,14,0,MIN,Timberwolves,111,1520.0134,1532.0867,BRO,Nets,81,1478.8004,1466.7272,H,W,NA
60709,201311220MIN,NBA,1,2014,2013-11-22,12,0,BRO,Nets,81,1478.8004,1466.7272,MIN,Timberwolves,111,1520.0134,1532.0867,A,L,NA
60710,201311220NOP,NBA,1,2014,2013-11-22,13,0,CLE,Cavaliers,100,1353.9167,1351.1945,NOP,Pelicans,104,1446.2991,1449.0214,A,L,NA
60710,201311220NOP,NBA,0,2014,2013-11-22,12,0,NOP,Pelicans,104,1446.2991,1449.0214,CLE,Cavaliers,100,1353.9167,1351.1945,H,W,NA
60711,201311220PHI,NBA,0,2014,2013-11-22,14,0,PHI,76ers,115,1409.7467,1415.7341,MIL,Bucks,107,1407.337,1401.3496,H,W,NA
60711,201311220PHI,NBA,1,2014,2013-11-22,11,0,MIL,Bucks,107,1407.337,1401.3496,PHI,76ers,115,1409.7467,1415.7341,A,L,NA
60712,201311220POR,NBA,0,2014,2013-11-22,13,0,POR,Trail Blazers,98,1530.8572,1534.9424,CHI,Bulls,95,1551.9895,1547.9043,H,W,NA
60712,201311220POR,NBA,1,2014,2013-11-22,11,0,CHI,Bulls,95,1551.9895,1547.9043,POR,Trail Blazers,98,1530.8572,1534.9424,A,L,NA
60713,201311220TOR,NBA,1,2014,2013-11-22,12,0,WAS,Wizards,88,1455.765,1450.6481,TOR,Raptors,96,1492.6174,1497.7344,A,L,NA
60713,201311220TOR,NBA,0,2014,2013-11-22,13,0,TOR,Raptors,96,1492.6174,1497.7344,WAS,Wizards,88,1455.765,1450.6481,H,W,NA
60714,201311230ATL,NBA,1,2014,2013-11-23,15,0,BOS,Celtics,94,1426.0408,1441.4419,ATL,Hawks,87,1531.1904,1515.7893,A,W,NA
60714,201311230ATL,NBA,0,2014,2013-11-23,14,0,ATL,Hawks,87,1531.1904,1515.7893,BOS,Celtics,94,1426.0408,1441.4419,H,L,NA
60715,201311230DEN,NBA,1,2014,2013-11-23,14,0,DAL,Mavericks,100,1558.0514,1555.1071,DEN,Nuggets,102,1578.0096,1580.954,A,L,NA
60715,201311230DEN,NBA,0,2014,2013-11-23,12,0,DEN,Nuggets,102,1578.0096,1580.954,DAL,Mavericks,100,1558.0514,1555.1071,H,W,NA
60716,201311230GSW,NBA,0,2014,2013-11-23,14,0,GSW,Warriors,101,1586.3081,1567.6399,POR,Trail Blazers,113,1534.9424,1553.6106,H,L,NA
60716,201311230GSW,NBA,1,2014,2013-11-23,14,0,POR,Trail Blazers,113,1534.9424,1553.6106,GSW,Warriors,101,1586.3081,1567.6399,A,W,NA
60717,201311230HOU,NBA,1,2014,2013-11-23,15,0,MIN,Timberwolves,101,1532.0867,1525.9388,HOU,Rockets,112,1570.9442,1577.092,A,L,NA
60717,201311230HOU,NBA,0,2014,2013-11-23,14,0,HOU,Rockets,112,1570.9442,1577.092,MIN,Timberwolves,101,1532.0867,1525.9388,H,W,NA
60718,201311230IND,NBA,1,2014,2013-11-23,15,0,PHI,76ers,98,1415.7341,1413.745,IND,Pacers,106,1634.7194,1636.7085,A,L,NA
60718,201311230IND,NBA,0,2014,2013-11-23,13,0,IND,Pacers,106,1634.7194,1636.7085,PHI,76ers,98,1415.7341,1413.745,H,W,NA
60719,201311230LAC,NBA,1,2014,2013-11-23,12,0,SAC,Kings,102,1412.9376,1411.894,LAC,Clippers,103,1602.313,1603.3566,A,L,NA
60719,201311230LAC,NBA,0,2014,2013-11-23,14,0,LAC,Clippers,103,1602.313,1603.3566,SAC,Kings,102,1412.9376,1411.894,H,W,NA
60720,201311230MIA,NBA,1,2014,2013-11-23,12,0,ORL,Magic,99,1344.2968,1343.8323,MIA,Heat,101,1705.2255,1705.6899,A,L,NA
60720,201311230MIA,NBA,0,2014,2013-11-23,13,0,MIA,Heat,101,1705.2255,1705.6899,ORL,Magic,99,1344.2968,1343.8323,H,W,NA
60721,201311230MIL,NBA,1,2014,2013-11-23,14,0,CHA,Hornets,96,1365.8127,1394.4581,MIL,Bucks,72,1401.3496,1372.7042,A,W,NA
60721,201311230MIL,NBA,0,2014,2013-11-23,12,0,MIL,Bucks,72,1401.3496,1372.7042,CHA,Hornets,96,1365.8127,1394.4581,H,L,NA
60722,201311230SAS,NBA,0,2014,2013-11-23,13,0,SAS,Spurs,126,1723.0765,1725.0453,CLE,Cavaliers,96,1351.1945,1349.2257,H,W,NA
60722,201311230SAS,NBA,1,2014,2013-11-23,14,0,CLE,Cavaliers,96,1351.1945,1349.2257,SAS,Spurs,126,1723.0765,1725.0453,A,L,NA
60723,201311230WAS,NBA,0,2014,2013-11-23,13,0,WAS,Wizards,98,1450.6481,1458.3835,NYK,Knicks,89,1491.7687,1484.0332,H,W,NA
60723,201311230WAS,NBA,1,2014,2013-11-23,12,0,NYK,Knicks,89,1491.7687,1484.0332,WAS,Wizards,98,1450.6481,1458.3835,A,L,NA
60724,201311240BRK,NBA,1,2014,2013-11-24,13,0,DET,Pistons,109,1402.7701,1422.0524,BRO,Nets,97,1466.7272,1447.4449,A,W,NA
60724,201311240BRK,NBA,0,2014,2013-11-24,13,0,BRO,Nets,97,1466.7272,1447.4449,DET,Pistons,109,1402.7701,1422.0524,H,L,NA
60725,201311240LAC,NBA,1,2014,2013-11-24,12,0,CHI,Bulls,82,1547.9043,1534.22,LAC,Clippers,121,1603.3566,1617.0409,A,L,NA
60725,201311240LAC,NBA,0,2014,2013-11-24,15,0,LAC,Clippers,121,1603.3566,1617.0409,CHI,Bulls,82,1547.9043,1534.22,H,W,NA
60726,201311240LAL,NBA,1,2014,2013-11-24,13,0,SAC,Kings,86,1411.894,1405.785,LAL,Lakers,100,1484.4397,1490.5487,A,L,NA
60726,201311240LAL,NBA,0,2014,2013-11-24,14,0,LAL,Lakers,100,1484.4397,1490.5487,SAC,Kings,86,1411.894,1405.785,H,W,NA
60727,201311240OKC,NBA,1,2014,2013-11-24,15,0,UTA,Jazz,73,1420.2281,1416.5536,OKL,Thunder,95,1646.884,1650.5586,A,L,NA
60727,201311240OKC,NBA,0,2014,2013-11-24,12,0,OKL,Thunder,95,1646.884,1650.5586,UTA,Jazz,73,1420.2281,1416.5536,H,W,NA
60728,201311240ORL,NBA,1,2014,2013-11-24,13,0,PHX,Suns,104,1419.9645,1429.8553,ORL,Magic,96,1343.8323,1333.9414,A,W,NA
60728,201311240ORL,NBA,0,2014,2013-11-24,13,0,ORL,Magic,96,1343.8323,1333.9414,PHX,Suns,104,1419.9645,1429.8553,H,L,NA
60729,201311250CHA,NBA,1,2014,2013-11-25,16,0,BOS,Celtics,96,1441.4419,1453.92,CHA,Hornets,86,1394.4581,1381.98,A,W,NA
60729,201311250CHA,NBA,0,2014,2013-11-25,15,0,CHA,Hornets,86,1394.4581,1381.98,BOS,Celtics,96,1441.4419,1453.92,H,L,NA
60730,201311250DAL,NBA,0,2014,2013-11-25,15,0,DAL,Mavericks,96,1555.1071,1538.5596,DEN,Nuggets,110,1580.954,1597.5015,H,L,NA
60730,201311250DAL,NBA,1,2014,2013-11-25,13,0,DEN,Nuggets,110,1580.954,1597.5015,DAL,Mavericks,96,1555.1071,1538.5596,A,W,NA
60731,201311250DET,NBA,1,2014,2013-11-25,13,0,MIL,Bucks,94,1372.7042,1364.3052,DET,Pistons,113,1422.0524,1430.4514,A,L,NA
60731,201311250DET,NBA,0,2014,2013-11-25,14,0,DET,Pistons,113,1422.0524,1430.4514,MIL,Bucks,94,1372.7042,1364.3052,H,W,NA
60732,201311250IND,NBA,0,2014,2013-11-25,14,0,IND,Pacers,98,1636.7085,1641.7518,MIN,Timberwolves,84,1525.9388,1520.8955,H,W,NA
60732,201311250IND,NBA,1,2014,2013-11-25,16,0,MIN,Timberwolves,84,1525.9388,1520.8955,IND,Pacers,98,1636.7085,1641.7518,A,L,NA
60733,201311250MEM,NBA,1,2014,2013-11-25,15,0,HOU,Rockets,93,1577.092,1588.8718,MEM,Grizzlies,86,1579.2362,1567.4564,A,W,NA
60733,201311250MEM,NBA,0,2014,2013-11-25,14,0,MEM,Grizzlies,86,1579.2362,1567.4564,HOU,Rockets,93,1577.092,1588.8718,H,L,NA
60734,201311250MIA,NBA,0,2014,2013-11-25,14,0,MIA,Heat,107,1705.6899,1707.8239,PHX,Suns,92,1429.8553,1427.7214,H,W,NA
60734,201311250MIA,NBA,1,2014,2013-11-25,14,0,PHX,Suns,92,1429.8553,1427.7214,MIA,Heat,107,1705.6899,1707.8239,A,L,NA
60735,201311250POR,NBA,0,2014,2013-11-25,15,0,POR,Trail Blazers,102,1553.6106,1558.9172,NYK,Knicks,91,1484.0332,1478.7266,H,W,NA
60735,201311250POR,NBA,1,2014,2013-11-25,13,0,NYK,Knicks,91,1484.0332,1478.7266,POR,Trail Blazers,102,1553.6106,1558.9172,A,L,NA
60736,201311250SAS,NBA,0,2014,2013-11-25,14,0,SAS,Spurs,112,1725.0453,1727.5481,NOP,Pelicans,93,1449.0214,1446.5186,H,W,NA
60736,201311250SAS,NBA,1,2014,2013-11-25,13,0,NOP,Pelicans,93,1449.0214,1446.5186,SAS,Spurs,112,1725.0453,1727.5481,A,L,NA
60737,201311250UTA,NBA,1,2014,2013-11-25,13,0,CHI,Bulls,83,1534.22,1525.9779,UTA,Jazz,89,1416.5536,1424.7957,A,L,NA
60737,201311250UTA,NBA,0,2014,2013-11-25,16,0,UTA,Jazz,89,1416.5536,1424.7957,CHI,Bulls,83,1534.22,1525.9779,H,W,NA
60738,201311260ATL,NBA,1,2014,2013-11-26,14,0,ORL,Magic,109,1333.9414,1365.5288,ATL,Hawks,92,1515.7893,1484.2019,A,W,NA
60738,201311260ATL,NBA,0,2014,2013-11-26,15,0,ATL,Hawks,92,1515.7893,1484.2019,ORL,Magic,109,1333.9414,1365.5288,H,L,NA
60739,201311260NOP,NBA,0,2014,2013-11-26,14,0,NOP,Pelicans,101,1446.5186,1442.7852,GSW,Warriors,102,1567.6399,1571.3733,H,L,NA
60739,201311260NOP,NBA,1,2014,2013-11-26,15,0,GSW,Warriors,102,1567.6399,1571.3733,NOP,Pelicans,101,1446.5186,1442.7852,A,W,NA
60740,201311260TOR,NBA,1,2014,2013-11-26,14,0,BRO,Nets,102,1447.4449,1455.175,TOR,Raptors,100,1497.7344,1490.0043,A,W,NA
60740,201311260TOR,NBA,0,2014,2013-11-26,14,0,TOR,Raptors,100,1497.7344,1490.0043,BRO,Nets,102,1447.4449,1455.175,H,L,NA
60741,201311260WAS,NBA,0,2014,2013-11-26,14,0,WAS,Wizards,116,1458.3835,1463.7717,LAL,Lakers,111,1490.5487,1485.1605,H,W,NA
60741,201311260WAS,NBA,1,2014,2013-11-26,15,0,LAL,Lakers,111,1490.5487,1485.1605,WAS,Wizards,116,1458.3835,1463.7717,A,L,NA
60742,201311270BOS,NBA,0,2014,2013-11-27,17,0,BOS,Celtics,93,1453.92,1445.9215,MEM,Grizzlies,100,1567.4564,1575.455,H,L,NA
60742,201311270BOS,NBA,1,2014,2013-11-27,15,0,MEM,Grizzlies,100,1567.4564,1575.455,BOS,Celtics,93,1453.92,1445.9215,A,W,NA
60743,201311270BRK,NBA,1,2014,2013-11-27,16,0,LAL,Lakers,99,1485.1605,1494.0978,BRO,Nets,94,1455.175,1446.2378,A,W,NA
60743,201311270BRK,NBA,0,2014,2013-11-27,15,0,BRO,Nets,94,1455.175,1446.2378,LAL,Lakers,99,1485.1605,1494.0978,H,L,NA
60744,201311270CHA,NBA,1,2014,2013-11-27,15,0,IND,Pacers,99,1641.7518,1651.4418,CHA,Hornets,74,1381.98,1372.29,A,W,NA
60744,201311270CHA,NBA,0,2014,2013-11-27,16,0,CHA,Hornets,74,1381.98,1372.29,IND,Pacers,99,1641.7518,1651.4418,H,L,NA
60745,201311270CLE,NBA,1,2014,2013-11-27,15,0,MIA,Heat,95,1707.8239,1711.1838,CLE,Cavaliers,84,1349.2257,1345.8657,A,W,NA
60745,201311270CLE,NBA,0,2014,2013-11-27,15,0,CLE,Cavaliers,84,1349.2257,1345.8657,MIA,Heat,95,1707.8239,1711.1838,H,L,NA
60746,201311270DAL,NBA,1,2014,2013-11-27,16,0,GSW,Warriors,99,1571.3733,1566.5178,DAL,Mavericks,103,1538.5596,1543.415,A,L,NA
60746,201311270DAL,NBA,0,2014,2013-11-27,16,0,DAL,Mavericks,103,1538.5596,1543.415,GSW,Warriors,99,1571.3733,1566.5178,H,W,NA
60747,201311270DET,NBA,0,2014,2013-11-27,15,0,DET,Pistons,79,1430.4514,1413.8007,CHI,Bulls,99,1525.9779,1542.6287,H,L,NA
60747,201311270DET,NBA,1,2014,2013-11-27,14,0,CHI,Bulls,99,1525.9779,1542.6287,DET,Pistons,79,1430.4514,1413.8007,A,W,NA
60748,201311270HOU,NBA,1,2014,2013-11-27,16,0,ATL,Hawks,84,1484.2019,1475.572,HOU,Rockets,113,1588.8718,1597.5017,A,L,NA
60748,201311270HOU,NBA,0,2014,2013-11-27,16,0,HOU,Rockets,113,1588.8718,1597.5017,ATL,Hawks,84,1484.2019,1475.572,H,W,NA
60749,201311270LAC,NBA,1,2014,2013-11-27,14,0,NYK,Knicks,80,1478.7266,1474.5625,LAC,Clippers,93,1617.0409,1621.205,A,L,NA
60749,201311270LAC,NBA,0,2014,2013-11-27,16,0,LAC,Clippers,93,1617.0409,1621.205,NYK,Knicks,80,1478.7266,1474.5625,H,W,NA
60750,201311270MIL,NBA,0,2014,2013-11-27,14,0,MIL,Bucks,92,1364.3052,1355.208,WAS,Wizards,100,1463.7717,1472.8689,H,L,NA
60750,201311270MIL,NBA,1,2014,2013-11-27,15,0,WAS,Wizards,100,1463.7717,1472.8689,MIL,Bucks,92,1364.3052,1355.208,A,W,NA
60751,201311270MIN,NBA,0,2014,2013-11-27,17,0,MIN,Timberwolves,110,1520.8955,1511.7458,DEN,Nuggets,117,1597.5015,1606.6511,H,L,NA
60751,201311270MIN,NBA,1,2014,2013-11-27,14,0,DEN,Nuggets,117,1597.5015,1606.6511,MIN,Timberwolves,110,1520.8955,1511.7458,A,W,NA
60752,201311270OKC,NBA,1,2014,2013-11-27,15,0,SAS,Spurs,88,1727.5481,1720.4573,OKL,Thunder,94,1650.5586,1657.6494,A,L,NA
60752,201311270OKC,NBA,0,2014,2013-11-27,13,0,OKL,Thunder,94,1650.5586,1657.6494,SAS,Spurs,88,1727.5481,1720.4573,H,W,NA
60753,201311270ORL,NBA,1,2014,2013-11-27,16,0,PHI,76ers,94,1413.745,1404.736,ORL,Magic,105,1365.5288,1374.5378,A,L,NA
60753,201311270ORL,NBA,0,2014,2013-11-27,15,0,ORL,Magic,105,1365.5288,1374.5378,PHI,76ers,94,1413.745,1404.736,H,W,NA
60754,201311270PHO,NBA,0,2014,2013-11-27,15,0,PHX,Suns,120,1427.7214,1442.0935,POR,Trail Blazers,106,1558.9172,1544.5452,H,W,NA
60754,201311270PHO,NBA,1,2014,2013-11-27,16,0,POR,Trail Blazers,106,1558.9172,1544.5452,PHX,Suns,120,1427.7214,1442.0935,A,L,NA
60755,201311290ATL,NBA,0,2014,2013-11-29,17,0,ATL,Hawks,88,1475.572,1479.1489,DAL,Mavericks,87,1543.415,1539.8381,H,W,NA
60755,201311290ATL,NBA,1,2014,2013-11-29,17,0,DAL,Mavericks,87,1543.415,1539.8381,ATL,Hawks,88,1475.572,1479.1489,A,L,NA
60756,201311290BOS,NBA,1,2014,2013-11-29,16,0,CLE,Cavaliers,86,1345.8657,1339.8,BOS,Celtics,103,1445.9215,1451.9872,A,L,NA
60756,201311290BOS,NBA,0,2014,2013-11-29,18,0,BOS,Celtics,103,1445.9215,1451.9872,CLE,Cavaliers,86,1345.8657,1339.8,H,W,NA
60757,201311290CHA,NBA,0,2014,2013-11-29,17,0,CHA,Hornets,92,1372.29,1380.9696,MIL,Bucks,76,1355.208,1346.5284,H,W,NA
60757,201311290CHA,NBA,1,2014,2013-11-29,15,0,MIL,Bucks,76,1355.208,1346.5284,CHA,Hornets,92,1372.29,1380.9696,A,L,NA
60758,201311290DEN,NBA,1,2014,2013-11-29,15,0,NYK,Knicks,95,1474.5625,1472.8658,DEN,Nuggets,97,1606.6511,1608.3478,A,L,NA
